time,cpu
2017-01-01 00:00:00,0.11744120000000001
2017-01-01 01:00:00,0.1183563
2017-01-01 02:00:00,0.11828989999999999
2017-01-01 03:00:00,0.11708009999999999
2017-01-01 04:00:00,0.1216072
2017-01-01 05:00:00,0.1225732
2017-01-01 06:00:00,0.11982659999999999
2017-01-01 07:00:00,0.120179
2017-01-01 08:00:00,0.1174118
2017-01-01 09:00:00,0.1202384
2017-01-01 10:00:00,0.1210248
2017-01-01 11:00:00,0.1174422
2017-01-01 12:00:00,0.1224524
2017-01-01 13:00:00,0.12111649999999999
2017-01-01 14:00:00,0.1211527
2017-01-01 15:00:00,0.1226087
2017-01-01 16:00:00,0.1234432
2017-01-01 17:00:00,0.12377890000000001
2017-01-01 18:00:00,0.1248532
2017-01-01 19:00:00,0.1291697
2017-01-01 20:00:00,0.1212659
2017-01-01 21:00:00,0.1276042
2017-01-01 22:00:00,0.1265738
2017-01-01 23:00:00,0.1250513
2017-01-02 00:00:00,0.1291395
2017-01-02 01:00:00,0.1233713
2017-01-02 02:00:00,0.122712
2017-01-02 03:00:00,0.1292017
2017-01-02 04:00:00,0.1213045
2017-01-02 05:00:00,0.1247383
2017-01-02 06:00:00,0.1341477
2017-01-02 07:00:00,0.1277
2017-01-02 08:00:00,0.1309775
2017-01-02 09:00:00,0.1316569
2017-01-02 10:00:00,0.1249022
2017-01-02 11:00:00,0.1342187
2017-01-02 12:00:00,0.1302534
2017-01-02 13:00:00,0.1331545
2017-01-02 14:00:00,0.1390231
2017-01-02 15:00:00,0.13985630000000002
2017-01-02 16:00:00,0.1300227
2017-01-02 17:00:00,0.1279881
2017-01-02 18:00:00,0.1319828
2017-01-02 19:00:00,0.1390803
2017-01-02 20:00:00,0.1391652
2017-01-02 21:00:00,0.1378032
2017-01-02 22:00:00,0.13484379999999999
2017-01-02 23:00:00,0.1393447
2017-01-03 00:00:00,0.1346703
2017-01-03 01:00:00,0.1367495
2017-01-03 02:00:00,0.1414015
2017-01-03 03:00:00,0.1419125
2017-01-03 04:00:00,0.141026
2017-01-03 05:00:00,0.15391870000000002
2017-01-03 06:00:00,0.1411066
2017-01-03 07:00:00,0.1470685
2017-01-03 08:00:00,0.1487622
2017-01-03 09:00:00,0.1421808
2017-01-03 10:00:00,0.1511199
2017-01-03 11:00:00,0.1474386
2017-01-03 12:00:00,0.1437072
2017-01-03 13:00:00,0.1522822
2017-01-03 14:00:00,0.15053750000000002
2017-01-03 15:00:00,0.1490344
2017-01-03 16:00:00,0.1449899
2017-01-03 17:00:00,0.15105470000000001
2017-01-03 18:00:00,0.1437455
2017-01-03 19:00:00,0.1491591
2017-01-03 20:00:00,0.1539826
2017-01-03 21:00:00,0.14540720000000001
2017-01-03 22:00:00,0.1535032
2017-01-03 23:00:00,0.1475849
2017-01-04 00:00:00,0.1553929
2017-01-04 01:00:00,0.1589043
2017-01-04 02:00:00,0.1492517
2017-01-04 03:00:00,0.158402
2017-01-04 04:00:00,0.1608232
2017-01-04 05:00:00,0.1514922
2017-01-04 06:00:00,0.1614164
2017-01-04 07:00:00,0.1612387
2017-01-04 08:00:00,0.1533451
2017-01-04 09:00:00,0.1624637
2017-01-04 10:00:00,0.1607273
2017-01-04 11:00:00,0.159023
2017-01-04 12:00:00,0.1557742
2017-01-04 13:00:00,0.16694130000000001
2017-01-04 14:00:00,0.1555128
2017-01-04 15:00:00,0.1498544
2017-01-04 16:00:00,0.15830360000000002
2017-01-04 17:00:00,0.1614168
2017-01-04 18:00:00,0.1574972
2017-01-04 19:00:00,0.1601606
2017-01-04 20:00:00,0.1622396
2017-01-04 21:00:00,0.1602221
2017-01-04 22:00:00,0.16433810000000001
2017-01-04 23:00:00,0.166994
2017-01-05 00:00:00,0.16597549999999997
2017-01-05 01:00:00,0.1686736
2017-01-05 02:00:00,0.16687069999999998
2017-01-05 03:00:00,0.16655830000000002
2017-01-05 04:00:00,0.1746274
2017-01-05 05:00:00,0.17150500000000002
2017-01-05 06:00:00,0.1707032
2017-01-05 07:00:00,0.17545660000000002
2017-01-05 08:00:00,0.1739988
2017-01-05 09:00:00,0.1661402
2017-01-05 10:00:00,0.1761402
2017-01-05 11:00:00,0.1819934
2017-01-05 12:00:00,0.18177420000000002
2017-01-05 13:00:00,0.1709308
2017-01-05 14:00:00,0.1501409
2017-01-05 15:00:00,0.1481096
2017-01-05 16:00:00,0.1905705
2017-01-05 17:00:00,0.17201709999999998
2017-01-05 18:00:00,0.1668569
2017-01-05 19:00:00,0.18303180000000002
2017-01-05 20:00:00,0.172684
2017-01-05 21:00:00,0.1794605
2017-01-05 22:00:00,0.1755584
2017-01-05 23:00:00,0.179312
2017-01-06 00:00:00,0.1731358
2017-01-06 01:00:00,0.17744140000000003
2017-01-06 02:00:00,0.1717236
2017-01-06 03:00:00,0.1852657
2017-01-06 04:00:00,0.1802487
2017-01-06 05:00:00,0.1821138
2017-01-06 06:00:00,0.1850082
2017-01-06 07:00:00,0.17728059999999998
2017-01-06 08:00:00,0.18522870000000002
2017-01-06 09:00:00,0.179005
2017-01-06 10:00:00,0.1911131
2017-01-06 11:00:00,0.181469
2017-01-06 12:00:00,0.1817787
2017-01-06 13:00:00,0.18983930000000002
2017-01-06 14:00:00,0.1827057
2017-01-06 15:00:00,0.1893756
2017-01-06 16:00:00,0.18198499999999998
2017-01-06 17:00:00,0.1908529
2017-01-06 18:00:00,0.1873593
2017-01-06 19:00:00,0.188004
2017-01-06 20:00:00,0.1929629
2017-01-06 21:00:00,0.1818064
2017-01-06 22:00:00,0.1843852
2017-01-06 23:00:00,0.1908997
2017-01-07 00:00:00,0.1864329
2017-01-07 01:00:00,0.1921825
2017-01-07 02:00:00,0.1881774
2017-01-07 03:00:00,0.1929891
2017-01-07 04:00:00,0.20159
2017-01-07 05:00:00,0.1906859
2017-01-07 06:00:00,0.1956865
2017-01-07 07:00:00,0.1996621
2017-01-07 08:00:00,0.1933011
2017-01-07 09:00:00,0.1925743
2017-01-07 10:00:00,0.18895910000000002
2017-01-07 11:00:00,0.193931
2017-01-07 12:00:00,0.19632860000000002
2017-01-07 13:00:00,0.20463930000000002
2017-01-07 14:00:00,0.1961671
2017-01-07 15:00:00,0.19193380000000002
2017-01-07 16:00:00,0.19175740000000002
2017-01-07 17:00:00,0.206884
2017-01-07 18:00:00,0.20099979999999998
2017-01-07 19:00:00,0.20177140000000002
2017-01-07 20:00:00,0.19557929999999998
2017-01-07 21:00:00,0.2101073
2017-01-07 22:00:00,0.2028352
2017-01-07 23:00:00,0.2020964
2017-01-08 00:00:00,0.20586200000000002
2017-01-08 01:00:00,0.2070318
2017-01-08 02:00:00,0.20492090000000002
2017-01-08 03:00:00,0.2057145
2017-01-08 04:00:00,0.2090168
2017-01-08 05:00:00,0.20609719999999998
2017-01-08 06:00:00,0.20651689999999998
2017-01-08 07:00:00,0.2120551
2017-01-08 08:00:00,0.2079019
2017-01-08 09:00:00,0.2070064
2017-01-08 10:00:00,0.21395219999999998
2017-01-08 11:00:00,0.2104774
2017-01-08 12:00:00,0.211463
2017-01-08 13:00:00,0.21276309999999998
2017-01-08 14:00:00,0.2107798
2017-01-08 15:00:00,0.2330274
2017-01-08 16:00:00,0.20518460000000002
2017-01-08 17:00:00,0.2016261
2017-01-08 18:00:00,0.2055721
2017-01-08 19:00:00,0.2107175
2017-01-08 20:00:00,0.2151357
2017-01-08 21:00:00,0.20698460000000002
2017-01-08 22:00:00,0.2081182
2017-01-08 23:00:00,0.2165937
2017-01-09 00:00:00,0.2101187
2017-01-09 01:00:00,0.2030788
2017-01-09 02:00:00,0.21725750000000002
2017-01-09 03:00:00,0.21854030000000002
2017-01-09 04:00:00,0.21748989999999999
2017-01-09 05:00:00,0.2102043
