cpu,mem,bw_in,bw_out
0.2489133333333332,2024.4690329861107,1.11953125,0.19218749999999993
0.26115333333333324,1901.8747943948408,1.0694196428571427,0.1978794642857142
0.03685666666666664,754.2891800595237,3.6211495535714273,0.9351004464285709
0.013835555555555528,649.3778958333336,1.06015625,0.23906249999999996
0.013264444444444402,624.0190399305554,1.06328125,0.29374999999999996
0.013576666666666624,655.8456918402778,1.090792410714286,0.23722098214285714
0.01370984126984123,646.8154481646826,1.0553571428571429,0.24313616071428565
0.013208266178266127,632.7610457350806,1.0685997596153844,0.2560654189560438
0.012999999999999954,686.3692222222223,1.0765625,0.26953124999999994
0.012119999999999931,629.007052951389,1.059375,0.2679687499999999
0.01252666666666662,636.3980998263891,1.0609375,0.27031249999999996
0.013091111111111069,629.7078498263891,1.0859375,0.17031249999999992
0.012684444444444396,647.1476032986111,1.0765625,0.26640624999999996
0.01232888888888884,644.5263923611111,1.0546875,0.26249999999999996
0.012677777777777774,619.2494201388889,1.0640625,0.26718749999999997
0.013572063492063463,692.6048441220239,1.054966517857143,0.13141741071428562
0.02159999999999998,711.4729539930557,3.40234375,0.1914062499999999
0.013731111111111041,652.4362196180556,1.0546875,0.21093749999999992
0.01310666666666663,624.9473116319446,1.05703125,0.23281249999999992
0.013264920634920624,677.06405047123,1.0572544642857142,0.22505580357142854
0.02545111111111107,772.6856831597222,1342.8781249999997,6.635937499999999
0.01264666666666665,640.5395391865076,1.0559151785714287,0.25781249999999994
0.21880698412698407,1800.6804118303576,1.2118990384615385,0.2752403846153846
0.268611111111111,1938.8259782986106,1.1390625,0.23906249999999993
0.06116683760683756,939.8731808226497,1.2635216346153846,0.29795673076923074
0.012573333333333303,655.0849192708332,1.10625,0.30624999999999997
0.011229841269841218,639.8243115079364,1.0619419642857142,0.2793526785714284
0.011768888888888851,629.9900807291666,1.078125,0.2609375
0.013422222222222191,624.4377083333334,1.06171875,0.24609374999999992
0.01494628815628811,632.5413532318373,1.0919342376373624,0.29595638736263724
0.013053333333333304,640.3939184647819,1.0556919642857143,0.25703124999999993
0.01283492063492057,645.9690912698411,1.0886160714285713,0.2830915178571428
0.012311111111111075,669.4482170138889,1.09609375,0.32031249999999994
0.014175555555555504,674.3451577380953,1.0806919642857142,0.23091517857142846
0.012471111111111079,622.2075694444446,1.07890625,0.30937499999999996
0.0148733333333333,658.3889956597221,1.0937500000000004,0.33203124999999983
0.01207111111111108,638.9739661458333,1.0546875,0.33203124999999994
0.013464444444444376,666.7177621527775,1.0640625,0.24218749999999997
0.020655555555555528,710.9632552083334,3.40625,0.19296874999999988
0.013959999999999955,653.264381076389,1.0578125,0.21249999999999994
0.012779999999999965,623.1997916666666,1.06953125,0.3343749999999999
0.012459999999999942,640.6397517981152,1.0556919642857143,0.31484375
0.02387507936507931,729.5053268229166,1336.4688616071426,6.601004464285712
0.013019365079365028,620.8632237103175,1.0573102678571429,0.2985491071428571
0.2187573015873016,1554.4268300471233,1.288113839285714,0.26953124999999994
0.25542222222222216,1903.4599573412695,1.111830357142857,0.2732142857142856
0.18530222222222226,1333.801331597222,1.29296875,0.28984374999999996
0.013675555555555519,661.6110902777779,1.05625,0.25937499999999997
