cpu,mem,bw_in,bw_out
0.009991111111111107,82.90178211805558,0.0,0.0
0.010000000000000002,115.59701475694447,0.0,0.0
0.010000000000000002,106.94997222222219,0.0,0.0
0.010019999999999998,93.2965190972222,0.0,0.0
0.010006666666666664,112.86641666666668,0.0,0.0
0.010000000000000002,106.9499487847222,0.0,0.0
0.010000000000000002,106.0396258680556,0.0,0.0
0.010000000000000002,141.0831857638889,0.0,0.0
0.010000000000000002,141.0831857638889,0.0,0.0
0.009997777777777779,151.20502430555555,0.0,0.0
0.010022222222222224,107.40512413194442,0.0,0.0
0.010013333333333334,144.28721006944448,0.0,0.0
0.010000000000000002,95.5902421875,0.0,0.0
0.010000000000000002,107.80544444444446,0.0,0.0
0.010000000000000002,140.6099817708334,0.0,0.0
0.010000000000000002,94.66207812500001,0.0,0.0
0.010000000000000002,107.4052413194444,0.0,0.0
0.010000000000000002,138.3526163194444,0.0,0.0
0.01067555555555554,143.3587517361111,0.0,0.0
0.010000000000000002,96.6824939236111,0.0,0.0
0.010000000000000002,126.51945920138891,0.0,0.0
0.010000000000000002,97.86600781250003,0.0,0.0
0.010000000000000002,95.06242708333329,0.0,0.0
0.010000000000000002,105.58484895833334,0.0,0.0
0.010022222222222224,107.40512413194442,0.0,0.0
0.010000000000000002,93.29651215277777,0.0,0.0
0.012344444444444404,132.89134461805554,0.0,0.0
0.009997777777777779,131.10726562500003,0.0,0.0
0.010000000000000002,127.88513541666666,0.0,0.0
0.010000000000000002,109.20729427083337,0.0,0.0
0.010000000000000002,110.5907326388889,0.0,0.0
0.010000000000000002,113.79486111111109,0.0,0.0
0.009997777777777779,133.32821788194443,0.0,0.0
0.010000000000000002,116.05210677083338,0.0,0.0
0.009993333333333332,123.33398177083336,0.0,0.0
0.010000000000000002,101.05164756944446,0.0,0.0
0.010031111111111107,102.90839409722223,0.0,0.0
0.009993333333333332,121.05825347222225,0.0,0.0
0.010000000000000002,130.6158567708333,0.0,0.0
0.011057777777777757,148.4924071180555,0.0,0.0
0.011848888888888876,107.40494444444444,0.0,0.0
0.010000000000000002,115.59689062500001,0.0,0.0
0.010000000000000002,119.69283246527772,0.0,0.0
0.00998222222222221,111.04597482638889,0.0,0.0
0.011339999999999996,163.7478576388889,0.0,0.0
0.010000000000000002,123.75251475694441,0.0,0.0
0.010000000000000002,104.67440798611113,0.0,0.0
0.010000000000000002,105.14784722222224,0.0,0.0
